,Position,Track Name,Streams,Chart Start Date,Chart End Date,Album Name,Release Date,Artist,Features,Song Duration(ms),Explicit,Url
395,6, MONTERO (Call Me By Your Name) by Lil Nas X ,"30,071,134",2021-07-23,2021-07-30,MONTERO (Call Me By Your Name),2021-03-31,Lil Nas X,None,137875,True,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
396,7, Kiss Me More (feat. SZA) by Doja Cat ,"29,356,736",2021-07-23,2021-07-30,Planet Her,2021-06-25,Doja Cat,SZA,208666,True,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
397,8, Todo De Ti by Rauw Alejandro ,"26,951,613",2021-07-23,2021-07-30,VICE VERSA,2021-06-25,Rauw Alejandro,None,199604,True,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
398,9, Yonaguni by Bad Bunny ,"25,030,128",2021-07-23,2021-07-30,Yonaguni,2021-06-04,Bad Bunny,None,206710,True,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
399,10, I WANNA BE YOUR SLAVE by Måneskin ,"24,551,591",2021-07-23,2021-07-30,Teatro d'ira - Vol. I,2021-03-19,Måneskin,None,173346,True,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
400,11, Levitating (feat. DaBaby) by Dua Lipa ,"23,518,010",2021-07-23,2021-07-30,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
401,12," Qué Más Pues? by J Balvin, Maria Becerra ","22,405,111",2021-07-23,2021-07-30,Qué Más Pues?,2021-05-28,J Balvin,Maria Becerra,217773,False,https://open.spotify.com/track/6hf0RpxTbOprT5nnwzkk8e
402,13, Permission to Dance by BTS ,"22,062,812",2021-07-23,2021-07-30,Permission to Dance,2021-07-23,BTS,None,187585,False,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u
403,14, Peaches (feat. Daniel Caesar & Giveon) by Justin Bieber ,"20,294,457",2021-07-23,2021-07-30,Justice,2021-03-19,Justin Bieber,"Daniel Caesar,Giveon",198081,True,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
404,15, Butter by BTS ,"19,985,713",2021-07-23,2021-07-30,"Butter (Hotter, Sweeter, Cooler)",2021-06-04,BTS,None,164441,False,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
405,16, traitor by Olivia Rodrigo ,"19,480,679",2021-07-23,2021-07-30,SOUR,2021-05-21,Olivia Rodrigo,None,229226,False,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
406,17, deja vu by Olivia Rodrigo ,"18,571,755",2021-07-23,2021-07-30,SOUR,2021-05-21,Olivia Rodrigo,None,215506,True,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
407,18, Save Your Tears (with Ariana Grande) (Remix) by The Weeknd ,"18,053,141",2021-07-23,2021-07-30,Save Your Tears (Remix),2021-04-23,The Weeknd,Ariana Grande,191013,False,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
408,19," AM Remix by Nio Garcia, J Balvin, Bad Bunny ","17,617,965",2021-07-23,2021-07-30,AM Remix,2021-06-24,Nio Garcia,"J Balvin,Bad Bunny",261334,True,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
409,20, Need to Know by Doja Cat ,"16,908,917",2021-07-23,2021-07-30,Planet Her,2021-06-25,Doja Cat,None,210560,True,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
410,21," Volando - Remix by Mora, Bad Bunny, Sech ","16,606,925",2021-07-23,2021-07-30,Volando (Remix),2021-07-08,Mora,"Bad Bunny,Sech",273474,True,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
411,22, Ain't Shit by Doja Cat ,"16,126,897",2021-07-23,2021-07-30,Planet Her,2021-06-25,Doja Cat,None,174253,True,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
412,23, drivers license by Olivia Rodrigo ,"15,684,978",2021-07-23,2021-07-30,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
413,24, Heat Waves by Glass Animals ,"15,089,184",2021-07-23,2021-07-30,Dreamland (+ Bonus Levels),2020-08-06,Glass Animals,None,238805,False,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
414,25, Blinding Lights by The Weeknd ,"15,011,809",2021-07-23,2021-07-30,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
415,26, happier by Olivia Rodrigo ,"14,849,078",2021-07-23,2021-07-30,SOUR,2021-05-21,Olivia Rodrigo,None,175933,True,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
416,27, Pepas by Farruko ,"14,809,458",2021-07-23,2021-07-30,Pepas,2021-06-24,Farruko,None,287120,True,https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k
417,28, Motley Crew by Post Malone ,"14,329,162",2021-07-23,2021-07-30,Motley Crew,2021-07-09,Post Malone,None,184213,True,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
418,29," Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit by Riton, Nightcrawlers ","14,273,637",2021-07-23,2021-07-30,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2021-01-15,Riton,"Nightcrawlers,Mufasa & Hypeman,Dopamine",169153,False,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
419,30, Astronaut In The Ocean by Masked Wolf ,"14,174,752",2021-07-23,2021-07-30,Astronaut In The Ocean (International Remixes),2019-01-01,Masked Wolf,None,132780,True,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
420,1, Beggin' by Måneskin ,"51,365,875",2021-07-16,2021-07-23,Chosen,2017-12-08,Måneskin,None,211560,False,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
421,2, STAY (with Justin Bieber) by The Kid LAROI ,"44,889,152",2021-07-16,2021-07-23,STAY (with Justin Bieber),2021-07-09,The Kid LAROI,Justin Bieber,141805,True,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20
422,3, good 4 u by Olivia Rodrigo ,"44,027,552",2021-07-16,2021-07-23,SOUR,2021-05-21,Olivia Rodrigo,None,178146,True,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
423,4, Bad Habits by Ed Sheeran ,"38,983,802",2021-07-16,2021-07-23,Bad Habits,2021-06-25,Ed Sheeran,None,231041,False,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
424,5, Kiss Me More (feat. SZA) by Doja Cat ,"30,080,808",2021-07-16,2021-07-23,Planet Her,2021-06-25,Doja Cat,SZA,208666,True,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
425,6, MONTERO (Call Me By Your Name) by Lil Nas X ,"29,788,400",2021-07-16,2021-07-23,MONTERO (Call Me By Your Name),2021-03-31,Lil Nas X,None,137875,True,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
426,7, Todo De Ti by Rauw Alejandro ,"29,554,347",2021-07-16,2021-07-23,VICE VERSA,2021-06-25,Rauw Alejandro,None,199604,True,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
427,8, Yonaguni by Bad Bunny ,"27,446,234",2021-07-16,2021-07-23,Yonaguni,2021-06-04,Bad Bunny,None,206710,True,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
428,9, I WANNA BE YOUR SLAVE by Måneskin ,"26,540,253",2021-07-16,2021-07-23,Teatro d'ira - Vol. I,2021-03-19,Måneskin,None,173346,True,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
429,10, Permission to Dance by BTS ,"26,475,195",2021-07-16,2021-07-23,Butter / Permission to Dance,2021-07-09,BTS,None,187585,False,https://open.spotify.com/track/0LThjFY2iTtNdd4wviwVV2
430,11, Levitating (feat. DaBaby) by Dua Lipa ,"24,370,656",2021-07-16,2021-07-23,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
431,12," Qué Más Pues? by J Balvin, Maria Becerra ","24,176,106",2021-07-16,2021-07-23,Qué Más Pues?,2021-05-28,J Balvin,Maria Becerra,217773,False,https://open.spotify.com/track/6hf0RpxTbOprT5nnwzkk8e
432,13, Butter by BTS ,"23,015,380",2021-07-16,2021-07-23,"Butter (Hotter, Sweeter, Cooler)",2021-06-04,BTS,None,164441,False,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
433,14, Peaches (feat. Daniel Caesar & Giveon) by Justin Bieber ,"21,835,262",2021-07-16,2021-07-23,Justice,2021-03-19,Justin Bieber,"Daniel Caesar,Giveon",198081,True,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
434,15, traitor by Olivia Rodrigo ,"20,572,698",2021-07-16,2021-07-23,SOUR,2021-05-21,Olivia Rodrigo,None,229226,False,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
435,16, deja vu by Olivia Rodrigo ,"20,414,838",2021-07-16,2021-07-23,SOUR,2021-05-21,Olivia Rodrigo,None,215506,True,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
436,17," AM Remix by Nio Garcia, J Balvin, Bad Bunny ","19,386,520",2021-07-16,2021-07-23,AM Remix,2021-06-24,Nio Garcia,"J Balvin,Bad Bunny",261334,True,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
437,18, Save Your Tears (with Ariana Grande) (Remix) by The Weeknd ,"18,434,937",2021-07-16,2021-07-23,Save Your Tears (Remix),2021-04-23,The Weeknd,Ariana Grande,191013,False,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
438,19," Volando - Remix by Mora, Bad Bunny, Sech ","17,595,887",2021-07-16,2021-07-23,Volando (Remix),2021-07-08,Mora,"Bad Bunny,Sech",273474,True,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
439,20, Motley Crew by Post Malone ,"17,286,328",2021-07-16,2021-07-23,Motley Crew,2021-07-09,Post Malone,None,184213,True,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
440,21, drivers license by Olivia Rodrigo ,"16,574,033",2021-07-16,2021-07-23,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
441,22, happier by Olivia Rodrigo ,"16,201,759",2021-07-16,2021-07-23,SOUR,2021-05-21,Olivia Rodrigo,None,175933,True,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
442,23, Ain't Shit by Doja Cat ,"15,965,676",2021-07-16,2021-07-23,Planet Her,2021-06-25,Doja Cat,None,174253,True,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
443,24," Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit by Riton, Nightcrawlers ","15,514,908",2021-07-16,2021-07-23,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2021-01-15,Riton,"Nightcrawlers,Mufasa & Hypeman,Dopamine",169153,False,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
444,25, Blinding Lights by The Weeknd ,"15,374,289",2021-07-16,2021-07-23,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
445,26," Leave The Door Open by Bruno Mars, Anderson .Paak, Silk Sonic ","15,064,236",2021-07-16,2021-07-23,Leave The Door Open,2021-03-05,Bruno Mars,"Anderson .Paak,Silk Sonic",242096,False,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
446,27, Astronaut In The Ocean by Masked Wolf ,"15,017,324",2021-07-16,2021-07-23,Astronaut In The Ocean (International Remixes),2019-01-01,Masked Wolf,None,132780,True,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
447,28, favorite crime by Olivia Rodrigo ,"14,419,332",2021-07-16,2021-07-23,SOUR,2021-05-21,Olivia Rodrigo,None,152666,False,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
448,29, Heat Waves by Glass Animals ,"14,194,696",2021-07-16,2021-07-23,Dreamland (+ Bonus Levels),2020-08-06,Glass Animals,None,238805,False,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
449,30," Pareja Del Año by Sebastian Yatra, Myke Towers ","13,457,133",2021-07-16,2021-07-23,Pareja Del Año,2021-04-16,Sebastian Yatra,Myke Towers,195053,False,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
450,1, Beggin' by Måneskin ,"52,160,401",2021-07-09,2021-07-16,Chosen,2017-12-08,Måneskin,None,211560,False,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
451,2, good 4 u by Olivia Rodrigo ,"46,014,325",2021-07-09,2021-07-16,SOUR,2021-05-21,Olivia Rodrigo,None,178146,True,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
452,3, STAY (with Justin Bieber) by The Kid LAROI ,"43,686,697",2021-07-09,2021-07-16,STAY (with Justin Bieber),2021-07-09,The Kid LAROI,Justin Bieber,141805,True,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20
453,4, Bad Habits by Ed Sheeran ,"38,474,834",2021-07-09,2021-07-16,Bad Habits,2021-06-25,Ed Sheeran,None,231041,False,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
454,5, Permission to Dance by BTS ,"38,023,318",2021-07-09,2021-07-16,Butter / Permission to Dance,2021-07-09,BTS,None,187585,False,https://open.spotify.com/track/0LThjFY2iTtNdd4wviwVV2
455,6, MONTERO (Call Me By Your Name) by Lil Nas X ,"31,022,231",2021-07-09,2021-07-16,MONTERO (Call Me By Your Name),2021-03-31,Lil Nas X,None,137875,True,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
456,7, Todo De Ti by Rauw Alejandro ,"30,362,018",2021-07-09,2021-07-16,VICE VERSA,2021-06-25,Rauw Alejandro,None,199604,True,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
457,8, Yonaguni by Bad Bunny ,"30,341,022",2021-07-09,2021-07-16,Yonaguni,2021-06-04,Bad Bunny,None,206710,True,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
458,9, Butter by BTS ,"30,256,738",2021-07-09,2021-07-16,"Butter (Hotter, Sweeter, Cooler)",2021-06-04,BTS,None,164441,False,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
459,10, Kiss Me More (feat. SZA) by Doja Cat ,"29,716,970",2021-07-09,2021-07-16,Planet Her,2021-06-25,Doja Cat,SZA,208666,True,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
460,11, I WANNA BE YOUR SLAVE by Måneskin ,"26,456,463",2021-07-09,2021-07-16,Teatro d'ira - Vol. I,2021-03-19,Måneskin,None,173346,True,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
461,12," Qué Más Pues? by J Balvin, Maria Becerra ","25,246,454",2021-07-09,2021-07-16,Qué Más Pues?,2021-05-28,J Balvin,Maria Becerra,217773,False,https://open.spotify.com/track/6hf0RpxTbOprT5nnwzkk8e
462,13, Levitating (feat. DaBaby) by Dua Lipa ,"24,484,411",2021-07-09,2021-07-16,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
463,14, Peaches (feat. Daniel Caesar & Giveon) by Justin Bieber ,"22,373,591",2021-07-09,2021-07-16,Justice,2021-03-19,Justin Bieber,"Daniel Caesar,Giveon",198081,True,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
464,15, deja vu by Olivia Rodrigo ,"21,726,135",2021-07-09,2021-07-16,SOUR,2021-05-21,Olivia Rodrigo,None,215506,True,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
465,16," AM Remix by Nio Garcia, J Balvin, Bad Bunny ","21,373,551",2021-07-09,2021-07-16,AM Remix,2021-06-24,Nio Garcia,"J Balvin,Bad Bunny",261334,True,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
466,17, traitor by Olivia Rodrigo ,"20,546,322",2021-07-09,2021-07-16,SOUR,2021-05-21,Olivia Rodrigo,None,229226,False,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
467,18, Motley Crew by Post Malone ,"20,518,441",2021-07-09,2021-07-16,Motley Crew,2021-07-09,Post Malone,None,184213,True,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
468,19, NDA by Billie Eilish ,"19,622,725",2021-07-09,2021-07-16,Happier Than Ever,2021-07-30,Billie Eilish,None,195776,True,https://open.spotify.com/track/6uqyE384HDSsuwpoF4mjrL
469,20, Save Your Tears (with Ariana Grande) (Remix) by The Weeknd ,"18,911,335",2021-07-09,2021-07-16,Save Your Tears (Remix),2021-04-23,The Weeknd,Ariana Grande,191013,False,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
470,21, happier by Olivia Rodrigo ,"17,603,426",2021-07-09,2021-07-16,SOUR,2021-05-21,Olivia Rodrigo,None,175933,True,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
471,22, drivers license by Olivia Rodrigo ,"17,172,867",2021-07-09,2021-07-16,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
472,23," Volando - Remix by Mora, Bad Bunny, Sech ","16,669,383",2021-07-09,2021-07-16,Volando (Remix),2021-07-08,Mora,"Bad Bunny,Sech",273474,True,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
473,24," Leave The Door Open by Bruno Mars, Anderson .Paak, Silk Sonic ","15,812,359",2021-07-09,2021-07-16,Leave The Door Open,2021-03-05,Bruno Mars,"Anderson .Paak,Silk Sonic",242096,False,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
474,25, Astronaut In The Ocean by Masked Wolf ,"15,671,079",2021-07-09,2021-07-16,Astronaut In The Ocean (International Remixes),2019-01-01,Masked Wolf,None,132780,True,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
475,26, favorite crime by Olivia Rodrigo ,"15,549,931",2021-07-09,2021-07-16,SOUR,2021-05-21,Olivia Rodrigo,None,152666,False,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
476,27," Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit by Riton, Nightcrawlers ","15,479,076",2021-07-09,2021-07-16,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2021-01-15,Riton,"Nightcrawlers,Mufasa & Hypeman,Dopamine",169153,False,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
477,28, Blinding Lights by The Weeknd ,"15,321,063",2021-07-09,2021-07-16,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
478,29," You Right by Doja Cat, The Weeknd ","15,275,569",2021-07-09,2021-07-16,Planet Her,2021-06-25,Doja Cat,The Weeknd,186173,True,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
479,30, Dynamite by BTS ,"14,836,638",2021-07-09,2021-07-16,BE,2020-11-20,BTS,None,199053,False,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
480,1, Beggin' by Måneskin ,"51,833,305",2021-07-02,2021-07-09,Chosen,2017-12-08,Måneskin,None,211560,False,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
481,2, good 4 u by Olivia Rodrigo ,"50,319,030",2021-07-02,2021-07-09,SOUR,2021-05-21,Olivia Rodrigo,None,178146,True,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
482,3, Bad Habits by Ed Sheeran ,"37,303,889",2021-07-02,2021-07-09,Bad Habits,2021-06-25,Ed Sheeran,None,231041,False,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
483,4, MONTERO (Call Me By Your Name) by Lil Nas X ,"34,334,459",2021-07-02,2021-07-09,MONTERO (Call Me By Your Name),2021-03-31,Lil Nas X,None,137875,True,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
484,5, Todo De Ti by Rauw Alejandro ,"33,286,977",2021-07-02,2021-07-09,VICE VERSA,2021-06-25,Rauw Alejandro,None,199604,True,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
485,6, Yonaguni by Bad Bunny ,"33,163,336",2021-07-02,2021-07-09,Yonaguni,2021-06-04,Bad Bunny,None,206710,True,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
486,7, Kiss Me More (feat. SZA) by Doja Cat ,"31,426,239",2021-07-02,2021-07-09,Planet Her,2021-06-25,Doja Cat,SZA,208666,True,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
487,8, I WANNA BE YOUR SLAVE by Måneskin ,"28,083,554",2021-07-02,2021-07-09,Teatro d'ira - Vol. I,2021-03-19,Måneskin,None,173346,True,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
488,9," Qué Más Pues? by J Balvin, Maria Becerra ","26,352,868",2021-07-02,2021-07-09,Qué Más Pues?,2021-05-28,J Balvin,Maria Becerra,217773,False,https://open.spotify.com/track/6hf0RpxTbOprT5nnwzkk8e
489,10, Levitating (feat. DaBaby) by Dua Lipa ,"26,195,815",2021-07-02,2021-07-09,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
490,11, Peaches (feat. Daniel Caesar & Giveon) by Justin Bieber ,"23,725,509",2021-07-02,2021-07-09,Justice,2021-03-19,Justin Bieber,"Daniel Caesar,Giveon",198081,True,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
491,12, deja vu by Olivia Rodrigo ,"23,706,623",2021-07-02,2021-07-09,SOUR,2021-05-21,Olivia Rodrigo,None,215506,True,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
492,13, Butter by BTS ,"23,229,255",2021-07-02,2021-07-09,"Butter (Hotter, Sweeter, Cooler)",2021-06-04,BTS,None,164441,False,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
493,14," AM Remix by Nio Garcia, J Balvin, Bad Bunny ","23,042,972",2021-07-02,2021-07-09,AM Remix,2021-06-24,Nio Garcia,"J Balvin,Bad Bunny",261334,True,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
494,15, traitor by Olivia Rodrigo ,"20,952,576",2021-07-02,2021-07-09,SOUR,2021-05-21,Olivia Rodrigo,None,229226,False,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
495,16, Save Your Tears (with Ariana Grande) (Remix) by The Weeknd ,"20,640,230",2021-07-02,2021-07-09,Save Your Tears (Remix),2021-04-23,The Weeknd,Ariana Grande,191013,False,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
496,17," You Right by Doja Cat, The Weeknd ","19,738,847",2021-07-02,2021-07-09,Planet Her,2021-06-25,Doja Cat,The Weeknd,186173,True,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
497,18, happier by Olivia Rodrigo ,"18,998,490",2021-07-02,2021-07-09,SOUR,2021-05-21,Olivia Rodrigo,None,175933,True,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
498,19," Nicky Jam: Bzrp Music Sessions, Vol. 41 by Bizarrap, Nicky Jam ","18,555,226",2021-07-02,2021-07-09,"Nicky Jam: Bzrp Music Sessions, Vol. 41",2021-06-30,Bizarrap,Nicky Jam,158086,True,https://open.spotify.com/track/03LfOYi0icz4souspZVVhq
499,20, drivers license by Olivia Rodrigo ,"18,074,652",2021-07-02,2021-07-09,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
500,21," Leave The Door Open by Bruno Mars, Anderson .Paak, Silk Sonic ","17,397,969",2021-07-02,2021-07-09,Leave The Door Open,2021-03-05,Bruno Mars,"Anderson .Paak,Silk Sonic",242096,False,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
501,22, Astronaut In The Ocean by Masked Wolf ,"16,859,296",2021-07-02,2021-07-09,Astronaut In The Ocean (International Remixes),2019-01-01,Masked Wolf,None,132780,True,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
502,23, favorite crime by Olivia Rodrigo ,"16,484,193",2021-07-02,2021-07-09,SOUR,2021-05-21,Olivia Rodrigo,None,152666,False,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
503,24," Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit by Riton, Nightcrawlers ","15,963,923",2021-07-02,2021-07-09,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2021-01-15,Riton,"Nightcrawlers,Mufasa & Hypeman,Dopamine",169153,False,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
504,25, Blinding Lights by The Weeknd ,"15,627,686",2021-07-02,2021-07-09,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
505,26," Pareja Del Año by Sebastian Yatra, Myke Towers ","14,894,327",2021-07-02,2021-07-09,Pareja Del Año,2021-04-16,Sebastian Yatra,Myke Towers,195053,False,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
